6490936-6490971 UART: TX bits: 1
6490971-6491006 UART: TX bits: 0
6491006-6491041 UART: TX bits: 1
6491040-6491075 UART: TX bits: 0
6491075-6491110 UART: TX bits: 1
6491110-6491145 UART: TX bits: 0
6491144-6491179 UART: TX bits: 1
6491179-6491214 UART: TX bits: 0
6490901-6490936 UART: TX: Start bit
6490936-6491214 UART: TX: U
6491214-6491249 UART: TX: Stop bit
6491248-6491283 UART: TX: Start bit
